order_id,product_id,quantity,order_date,region,warehouse_id
211,758,5,1/1/2023,North,2
212,4745,3,1/1/2023,South,1
213,4002,1,1/1/2023,North,3
214,4300,3,1/1/2023,North,5
215,4787,5,1/1/2023,East,2
216,3362,1,1/1/2023,East,2
217,1313,3,1/1/2023,West,4
218,1447,1,1/1/2023,West,2
219,1329,3,1/1/2023,East,3
220,4207,3,1/1/2023,South,2
221,2161,1,1/2/2023,North,1
222,4896,4,1/2/2023,West,1
223,127,1,1/2/2023,North,5
224,1897,5,1/2/2023,Central,3
225,3692,2,1/2/2023,West,2
226,1317,3,1/2/2023,North,5
227,1060,1,1/2/2023,North,3
228,518,4,1/2/2023,North,2
229,4041,5,1/2/2023,South,1
230,4329,3,1/2/2023,North,2
231,4441,1,1/2/2023,North,4
232,2935,3,1/2/2023,North,1
233,122,4,1/2/2023,Central,4
234,1137,2,1/2/2023,East,5
235,1248,4,1/2/2023,East,3
236,977,2,1/2/2023,East,3
237,2700,2,1/2/2023,West,1
238,614,4,1/2/2023,Central,5
239,4719,2,1/2/2023,North,2
240,998,4,1/2/2023,South,4
241,4330,2,1/2/2023,East,2
242,1540,3,1/2/2023,South,4
243,4316,4,1/2/2023,East,5
244,3325,3,1/2/2023,Central,5
245,4604,1,1/2/2023,Central,2
246,4451,1,1/2/2023,North,1
247,1035,5,1/2/2023,East,3
248,466,4,1/2/2023,North,3
249,2981,4,1/2/2023,East,3
250,4603,5,1/2/2023,North,3
251,1162,1,1/2/2023,South,3
252,4915,1,1/2/2023,Central,1
253,319,5,1/2/2023,East,3
254,1467,4,1/2/2023,South,5
255,3826,2,1/2/2023,Central,4
256,185,3,1/2/2023,East,1
257,4042,4,1/2/2023,West,3
258,743,1,1/2/2023,Central,1
259,4386,5,1/2/2023,North,2
260,4503,1,1/2/2023,East,2
261,565,3,1/2/2023,Central,1
262,4084,2,1/2/2023,Central,4
263,1220,4,1/2/2023,South,4
264,1886,4,1/2/2023,Central,3
265,3630,5,1/2/2023,South,5
266,2241,5,1/2/2023,East,5
267,2614,1,1/2/2023,East,1
268,3391,3,1/2/2023,East,3
269,2398,1,1/2/2023,North,1
270,2201,1,1/2/2023,East,2
271,278,2,1/2/2023,West,4
272,1402,5,1/2/2023,East,1
273,4261,5,1/2/2023,North,4
274,2521,3,1/2/2023,Central,1
275,3789,3,1/2/2023,West,1
276,3968,5,1/2/2023,Central,2
277,2719,4,1/2/2023,North,5
278,1998,2,1/2/2023,East,2
279,1216,1,1/2/2023,South,4
280,4017,3,1/2/2023,Central,1
281,1180,5,1/2/2023,East,2
282,1113,4,1/2/2023,West,5
283,2658,1,1/2/2023,Central,1
284,793,3,1/2/2023,East,2
285,1017,2,1/2/2023,Central,1
286,4022,2,1/2/2023,South,3
287,2490,4,1/2/2023,East,4
288,2457,1,1/2/2023,North,2
289,2923,5,1/2/2023,South,2
290,3377,4,1/2/2023,East,4
291,4462,2,1/2/2023,South,2
292,3529,5,1/2/2023,South,5
293,4181,1,1/2/2023,South,3
294,783,3,1/2/2023,West,4
295,1131,2,1/2/2023,South,2
296,3626,2,1/2/2023,North,4
297,65,5,1/2/2023,East,4
298,1242,4,1/2/2023,West,1
299,199,3,1/2/2023,Central,3
300,3373,4,1/2/2023,South,4
301,853,3,1/2/2023,North,1
302,2602,3,1/2/2023,Central,2
303,311,4,1/2/2023,West,3
304,1743,2,1/2/2023,South,3
305,1667,2,1/2/2023,Central,1
306,1641,1,1/2/2023,South,5
307,1761,3,1/2/2023,South,4
308,4951,4,1/2/2023,South,1
309,1941,5,1/2/2023,Central,4
310,2135,3,1/2/2023,West,4
311,761,5,1/2/2023,Central,3
312,1205,2,1/2/2023,North,2
313,3748,3,1/2/2023,West,3
314,3033,5,1/2/2023,North,2
315,4103,5,1/2/2023,West,3
316,1749,3,1/2/2023,West,4
317,538,1,1/2/2023,North,4
318,4588,4,1/2/2023,East,3
319,270,4,1/2/2023,East,2
320,1360,5,1/2/2023,North,4
321,3481,2,1/2/2023,East,3
322,2933,5,1/2/2023,North,2
323,1504,3,1/2/2023,East,1
324,1717,5,1/2/2023,North,2
325,3941,4,1/2/2023,West,3
326,3989,4,1/2/2023,East,2
327,2051,1,1/2/2023,East,3
328,4656,1,1/2/2023,Central,2
329,4958,2,1/2/2023,Central,2
330,4015,1,1/2/2023,North,5
331,3348,2,1/2/2023,West,4
332,3722,2,1/2/2023,West,1
333,771,4,1/2/2023,Central,5
334,2600,3,1/2/2023,East,4
335,2638,1,1/2/2023,West,2
336,4184,1,1/2/2023,West,5
337,2517,3,1/2/2023,East,2
338,2907,3,1/2/2023,East,2
339,3733,4,1/2/2023,West,5
340,366,2,1/2/2023,North,2
341,2353,2,1/2/2023,East,3
342,227,5,1/2/2023,South,2
343,4509,2,1/2/2023,South,2
344,3018,1,1/2/2023,North,5
345,3398,3,1/2/2023,South,4
346,4939,1,1/2/2023,Central,5
347,1909,3,1/2/2023,Central,3
348,4070,5,1/2/2023,Central,4
349,1286,1,1/2/2023,North,5
350,1685,1,1/2/2023,West,2
351,2767,4,1/2/2023,East,3
352,4176,4,1/2/2023,East,2
353,3379,5,1/2/2023,North,4
354,4926,4,1/2/2023,South,3
355,4981,3,1/2/2023,West,3
356,1725,2,1/2/2023,Central,4
357,4395,3,1/2/2023,Central,1
358,4050,1,1/2/2023,South,4
359,4434,1,1/2/2023,South,5
360,2277,2,1/2/2023,West,5
361,3338,3,1/2/2023,East,1
362,126,3,1/2/2023,South,4
363,2121,5,1/2/2023,South,1
364,2209,2,1/2/2023,West,1
365,4852,4,1/2/2023,North,2
366,4325,5,1/2/2023,South,3
367,3384,2,1/2/2023,North,5
368,1048,4,1/2/2023,West,4
369,1453,4,1/2/2023,North,5
370,4409,5,1/2/2023,North,3
371,2128,2,1/2/2023,South,4
372,299,4,1/2/2023,South,5
373,1865,3,1/2/2023,East,1
374,2800,2,1/2/2023,East,5
375,1692,3,1/2/2023,West,2
376,2109,2,1/2/2023,North,4
377,1664,5,1/2/2023,North,5
378,4189,1,1/2/2023,Central,2
379,958,5,1/2/2023,West,2
380,93,4,1/2/2023,Central,5
381,2089,2,1/2/2023,North,3
382,4742,3,1/2/2023,East,1
383,3244,1,1/3/2023,West,5
384,4738,2,1/3/2023,East,5
385,2344,2,1/3/2023,South,4
386,1037,5,1/3/2023,South,2
387,693,4,1/3/2023,South,5
388,3725,5,1/3/2023,North,1
389,4815,4,1/3/2023,West,1
390,1001,3,1/3/2023,South,5
391,3924,4,1/3/2023,East,1
392,3304,1,1/3/2023,North,3
393,2852,1,1/3/2023,North,2
394,2668,1,1/3/2023,East,2
395,1180,3,1/3/2023,East,4
396,1628,2,1/3/2023,East,2
397,3946,1,1/3/2023,South,3
398,3457,3,1/3/2023,Central,3
399,3486,1,1/3/2023,Central,2
400,416,3,1/3/2023,South,5
401,260,1,1/3/2023,East,4
402,3740,2,1/3/2023,Central,1
403,2743,3,1/3/2023,East,3
404,1241,3,1/3/2023,North,3
405,2602,2,1/3/2023,South,3
406,4165,3,1/3/2023,Central,5
407,4904,5,1/3/2023,West,2
408,1024,1,1/3/2023,West,2
409,406,4,1/3/2023,West,2
410,3557,2,1/3/2023,Central,1
411,1620,3,1/3/2023,West,1
412,1674,3,1/3/2023,South,2
413,4843,4,1/3/2023,South,4
414,799,3,1/3/2023,East,3
415,1498,5,1/3/2023,West,3
416,295,1,1/3/2023,North,5
417,2401,1,1/3/2023,West,3
418,521,3,1/3/2023,East,5
419,1043,1,1/3/2023,West,5
420,2501,2,1/3/2023,South,5
421,3046,3,1/3/2023,North,3
422,2434,2,1/3/2023,West,5
423,4729,5,1/3/2023,East,2
424,3104,4,1/3/2023,North,3
425,1471,3,1/3/2023,South,2
426,1829,2,1/3/2023,West,4
427,2376,1,1/3/2023,East,3
428,123,3,1/3/2023,South,1
429,4794,5,1/3/2023,Central,4
430,2871,4,1/3/2023,West,3
431,751,5,1/3/2023,South,3
432,3035,4,1/3/2023,West,5
433,3159,5,1/3/2023,West,3
434,2113,5,1/3/2023,East,5
435,2549,3,1/3/2023,West,2
436,3613,5,1/3/2023,East,1
437,621,1,1/3/2023,East,3
438,1187,4,1/3/2023,North,2
439,4345,5,1/3/2023,West,2
440,2953,2,1/3/2023,West,2
441,2695,2,1/3/2023,West,5
442,2310,5,1/3/2023,South,1
443,4966,2,1/3/2023,East,1
444,3519,5,1/3/2023,North,4
445,1648,5,1/3/2023,Central,4
446,4489,4,1/3/2023,North,3
447,1388,2,1/3/2023,East,4
448,360,4,1/3/2023,West,1
449,506,1,1/3/2023,West,4
450,2475,3,1/3/2023,Central,3
451,2715,3,1/3/2023,East,3
452,507,2,1/3/2023,Central,2
453,2989,3,1/3/2023,West,1
454,4329,1,1/3/2023,East,4
455,1139,4,1/3/2023,South,5
456,2120,2,1/3/2023,South,4
457,981,3,1/3/2023,South,5
458,4892,1,1/3/2023,South,5
459,488,2,1/3/2023,South,2
460,1097,1,1/3/2023,East,5
461,589,5,1/3/2023,South,1
462,517,5,1/3/2023,South,5
463,4590,2,1/3/2023,North,1
464,4255,3,1/3/2023,South,4
465,3548,5,1/3/2023,West,3
466,687,5,1/3/2023,South,3
467,4580,3,1/3/2023,West,5
468,1672,5,1/3/2023,East,4
469,3700,2,1/3/2023,South,4
470,2236,5,1/3/2023,South,1
471,1967,1,1/3/2023,Central,1
472,3927,1,1/3/2023,South,2
473,4077,1,1/3/2023,East,5
474,2017,1,1/3/2023,North,2
475,1864,3,1/3/2023,East,4
476,1031,4,1/3/2023,North,2
477,962,1,1/3/2023,South,2
478,1418,2,1/3/2023,East,3
479,2368,2,1/3/2023,South,2
480,1817,2,1/3/2023,East,1
481,4989,2,1/3/2023,South,2
482,3151,1,1/3/2023,North,5
483,4618,4,1/3/2023,East,2
484,1480,4,1/3/2023,North,3
485,1779,3,1/3/2023,South,5
486,537,5,1/3/2023,North,1
487,2050,4,1/3/2023,North,4
488,168,1,1/3/2023,West,3
489,2120,5,1/3/2023,East,4
490,2932,3,1/3/2023,South,5
491,3474,5,1/3/2023,North,5
492,4804,5,1/3/2023,West,1
493,2973,1,1/3/2023,South,2
494,439,2,1/3/2023,Central,5
495,2518,1,1/3/2023,North,1
496,4752,2,1/3/2023,East,3
497,3759,4,1/3/2023,West,1
498,659,5,1/3/2023,East,2
499,4015,5,1/3/2023,South,5
500,4842,4,1/3/2023,East,4
501,2044,1,1/3/2023,West,5
502,4063,2,1/3/2023,South,4
503,2947,4,1/3/2023,Central,4
504,4102,2,1/3/2023,North,1
505,4966,4,1/3/2023,South,5
506,1273,4,1/3/2023,North,1
507,1183,2,1/3/2023,South,4
508,306,4,1/3/2023,North,3
509,3953,1,1/3/2023,North,2
510,446,3,1/3/2023,East,3
511,697,2,1/3/2023,West,1
512,3024,1,1/3/2023,North,1
513,389,2,1/3/2023,East,2
514,2350,2,1/3/2023,South,5
515,4633,1,1/3/2023,East,1
516,2431,3,1/3/2023,North,4
517,1995,2,1/3/2023,East,1
518,2368,2,1/3/2023,North,5
519,1991,3,1/3/2023,East,1
520,809,3,1/3/2023,West,5
521,1955,2,1/3/2023,Central,1
522,1589,2,1/3/2023,North,1
523,1014,2,1/3/2023,Central,4
524,537,2,1/3/2023,South,4
525,4644,3,1/3/2023,East,1
526,3068,1,1/3/2023,South,5
527,3668,1,1/3/2023,South,1
528,2329,1,1/3/2023,East,5
529,4854,1,1/3/2023,Central,4
530,1931,4,1/3/2023,Central,2
531,2860,2,1/3/2023,South,4
532,861,4,1/3/2023,North,4
533,798,1,1/3/2023,Central,5
534,947,2,1/3/2023,Central,1
535,506,1,1/3/2023,West,4
536,1340,4,1/3/2023,North,5
537,660,4,1/3/2023,North,5
538,2676,2,1/3/2023,Central,2
539,2119,5,1/3/2023,East,5
540,769,5,1/3/2023,West,1
541,678,4,1/3/2023,East,5
542,2508,5,1/3/2023,South,4
543,3624,1,1/3/2023,Central,1
544,4723,5,1/3/2023,West,4
545,4007,5,1/3/2023,East,4
546,4878,5,1/3/2023,North,5
547,3832,3,1/3/2023,West,3
548,4772,5,1/3/2023,Central,3
549,4576,2,1/3/2023,East,4
550,1012,5,1/3/2023,East,1
551,4364,3,1/3/2023,Central,3
552,205,3,1/3/2023,North,2
553,2251,4,1/3/2023,West,1
554,4975,2,1/3/2023,West,3
555,3878,5,1/3/2023,Central,1
556,4746,5,1/3/2023,East,5
557,302,3,1/3/2023,North,3
558,2465,5,1/3/2023,Central,1
559,4114,1,1/3/2023,South,5
560,2264,2,1/3/2023,East,5
561,4025,3,1/3/2023,North,5
562,1130,5,1/3/2023,Central,4
563,1891,5,1/3/2023,Central,3
564,351,5,1/3/2023,East,5
565,2748,5,1/3/2023,East,3
566,4720,3,1/3/2023,East,5
567,4688,3,1/3/2023,North,2
568,1785,5,1/3/2023,Central,4
569,1613,3,1/3/2023,Central,3
570,201,1,1/3/2023,East,3
571,2926,3,1/3/2023,East,2
572,2741,3,1/3/2023,South,4
573,1639,5,1/3/2023,South,4
574,803,4,1/3/2023,South,4
575,1406,3,1/3/2023,North,3
576,438,1,1/3/2023,East,3
577,1241,1,1/3/2023,Central,5
578,203,3,1/3/2023,East,5
579,1042,4,1/3/2023,South,5
580,1520,4,1/3/2023,South,1
581,4284,3,1/3/2023,East,4
582,317,4,1/3/2023,Central,2
583,242,4,1/3/2023,West,4
584,675,4,1/3/2023,East,2
585,1241,4,1/3/2023,South,5
586,2671,5,1/3/2023,Central,1
587,4664,5,1/3/2023,East,1
588,1850,4,1/3/2023,East,2
589,4614,5,1/3/2023,East,5
590,1370,5,1/3/2023,South,2
591,521,2,1/3/2023,Central,1
592,4533,2,1/3/2023,South,4
593,1271,4,1/3/2023,North,2
594,4788,3,1/4/2023,East,4
595,891,5,1/4/2023,South,3
596,2499,2,1/4/2023,West,4
597,751,1,1/4/2023,South,5
598,82,1,1/4/2023,West,3
599,4723,5,1/4/2023,North,1
600,4908,1,1/4/2023,North,3
601,3959,2,1/4/2023,North,5
602,4016,1,1/4/2023,South,2
603,3512,3,1/4/2023,North,2
604,115,3,1/4/2023,North,2
605,3812,2,1/4/2023,Central,1
606,3899,3,1/4/2023,Central,5
607,4513,4,1/4/2023,West,5
608,590,4,1/4/2023,North,4
609,2473,4,1/4/2023,West,2
610,608,1,1/4/2023,West,4
611,4962,4,1/4/2023,South,1
612,3813,1,1/4/2023,North,1
613,3152,2,1/4/2023,Central,3
614,3811,5,1/4/2023,Central,5
615,2175,5,1/4/2023,South,5
616,1257,3,1/4/2023,South,5
617,703,5,1/4/2023,West,3
618,1725,3,1/4/2023,North,5
619,3289,1,1/4/2023,East,2
620,3357,5,1/4/2023,Central,3
621,2327,1,1/4/2023,North,5
622,2064,3,1/4/2023,East,1
623,106,3,1/4/2023,North,2
624,4953,3,1/4/2023,Central,2
625,1242,2,1/4/2023,North,2
626,2790,5,1/4/2023,West,4
627,4884,1,1/4/2023,South,1
628,101,1,1/4/2023,South,1
629,1807,5,1/4/2023,West,3
630,3104,3,1/4/2023,North,4
631,2717,1,1/4/2023,South,2
632,1676,1,1/4/2023,North,1
633,2195,3,1/4/2023,North,2
634,1251,1,1/4/2023,West,5
635,1199,4,1/4/2023,West,1
636,4314,3,1/4/2023,South,1
637,2736,2,1/4/2023,South,1
638,1926,2,1/4/2023,West,2
639,905,2,1/4/2023,Central,3
640,4168,3,1/4/2023,North,5
641,1896,1,1/4/2023,Central,3
642,607,3,1/4/2023,West,4
643,4558,3,1/4/2023,South,5
644,1970,1,1/4/2023,East,3
645,3195,1,1/4/2023,East,2
646,304,5,1/4/2023,North,5
647,1127,2,1/4/2023,Central,2
648,2710,1,1/4/2023,Central,3
649,852,5,1/4/2023,East,3
650,4365,3,1/4/2023,North,2
651,1766,4,1/4/2023,North,5
652,2270,2,1/4/2023,North,4
653,2055,5,1/4/2023,Central,1
654,831,3,1/4/2023,East,3
655,793,5,1/4/2023,North,1
656,1665,4,1/4/2023,South,4
657,2245,5,1/4/2023,West,2
658,1541,1,1/4/2023,Central,4
659,3104,2,1/4/2023,East,1
660,4049,1,1/4/2023,North,3
661,4661,4,1/4/2023,East,5
662,4527,4,1/4/2023,North,4
663,2375,4,1/4/2023,East,4
664,2859,2,1/4/2023,North,1
665,943,4,1/4/2023,South,1
666,3470,5,1/4/2023,North,3
667,3881,5,1/4/2023,West,4
668,986,4,1/4/2023,West,4
669,317,5,1/4/2023,West,5
670,2171,1,1/4/2023,South,4
671,3550,5,1/4/2023,South,3
672,3488,1,1/4/2023,East,1
673,4682,2,1/4/2023,West,4
674,4275,3,1/4/2023,West,2
675,1499,4,1/4/2023,South,5
676,3233,5,1/4/2023,South,5
677,2630,5,1/4/2023,Central,4
678,114,2,1/4/2023,West,4
679,841,3,1/4/2023,South,3
680,581,5,1/4/2023,South,4
681,3915,5,1/4/2023,South,2
682,20,1,1/4/2023,South,1
683,3102,5,1/4/2023,North,5
684,1583,5,1/4/2023,North,1
685,3393,1,1/4/2023,Central,3
686,2182,1,1/4/2023,Central,4
687,598,5,1/4/2023,Central,4
688,4869,5,1/4/2023,West,1
689,2368,4,1/4/2023,West,3
690,2577,2,1/4/2023,North,3
691,1838,2,1/4/2023,West,3
692,2344,3,1/4/2023,West,3
693,1058,4,1/4/2023,East,2
694,1351,3,1/4/2023,West,2
695,2832,1,1/4/2023,Central,1
696,3747,3,1/4/2023,North,2
697,66,3,1/4/2023,North,1
698,3230,1,1/4/2023,Central,2
699,3464,3,1/4/2023,East,5
700,1268,5,1/4/2023,South,4
701,1401,1,1/4/2023,South,3
702,3068,2,1/4/2023,Central,5
703,1486,2,1/4/2023,Central,3
704,2857,3,1/4/2023,South,2
705,2195,1,1/4/2023,North,5
706,878,1,1/4/2023,West,2
707,2223,4,1/4/2023,Central,1
708,345,3,1/4/2023,South,5
709,3823,1,1/4/2023,East,5
710,49,4,1/4/2023,West,5
711,1954,4,1/4/2023,North,2
712,453,2,1/4/2023,South,5
713,4695,4,1/4/2023,South,2
714,349,4,1/4/2023,Central,4
715,2175,5,1/4/2023,East,1
716,4113,4,1/4/2023,Central,4
717,947,1,1/4/2023,Central,3
718,2492,1,1/4/2023,East,5
719,3303,2,1/4/2023,South,2
720,2860,5,1/4/2023,Central,1
721,2108,4,1/4/2023,West,1
722,4666,4,1/4/2023,North,4
723,2453,4,1/4/2023,Central,2
724,993,1,1/4/2023,East,4
725,2060,1,1/4/2023,West,3
726,2421,5,1/4/2023,Central,1
727,3181,1,1/4/2023,West,2
728,1555,2,1/4/2023,West,5
729,2108,2,1/4/2023,South,4
730,2800,5,1/4/2023,Central,3
731,1621,1,1/4/2023,South,1
732,1593,4,1/4/2023,South,3
733,2317,3,1/4/2023,Central,2
734,3682,1,1/4/2023,East,1
735,4220,3,1/4/2023,South,4
736,2493,1,1/4/2023,Central,5
737,4518,3,1/4/2023,East,1
738,1746,3,1/4/2023,North,4
739,4298,2,1/4/2023,West,1
740,2903,3,1/4/2023,South,1
741,4471,3,1/4/2023,South,5
742,1226,3,1/4/2023,North,5
743,3788,4,1/4/2023,South,4
744,3850,5,1/4/2023,East,3
745,2841,1,1/4/2023,West,2
746,461,1,1/4/2023,Central,3
747,4867,4,1/4/2023,Central,3
748,4418,4,1/4/2023,South,3
749,3915,3,1/4/2023,East,5
750,2238,1,1/4/2023,West,4
751,4895,5,1/4/2023,Central,1
752,1060,1,1/4/2023,Central,3
753,2803,1,1/4/2023,South,5
754,84,1,1/4/2023,West,1
755,1285,5,1/4/2023,Central,5
756,4291,4,1/4/2023,North,1
757,350,3,1/4/2023,South,5
758,1739,5,1/4/2023,South,2
759,722,3,1/4/2023,South,3
760,1862,5,1/4/2023,North,3
761,1316,2,1/4/2023,North,2
762,2174,1,1/4/2023,South,2
763,4610,2,1/4/2023,West,2
764,2246,1,1/4/2023,West,5
765,3399,2,1/4/2023,East,2
766,4267,1,1/4/2023,North,3
767,4518,1,1/4/2023,North,3
768,1725,4,1/4/2023,West,4
769,3764,2,1/4/2023,Central,1
770,404,1,1/4/2023,West,1
771,4494,1,1/4/2023,West,1
772,482,1,1/4/2023,North,5
773,2184,2,1/4/2023,West,1
774,4307,2,1/4/2023,South,2
775,555,4,1/4/2023,Central,3
