product_id,warehouse_id,stock_quantity,reorder_level
72,5,493,141
73,1,111,59
73,2,226,113
73,3,310,31
73,4,163,105
73,5,394,140
74,1,111,99
74,2,93,126
74,3,223,78
74,4,255,80
74,5,410,94
75,1,412,111
75,2,456,52
75,3,442,53
75,4,362,118
75,5,480,77
76,1,115,121
76,2,254,59
76,3,135,80
76,4,257,58
76,5,464,45
77,1,386,88
77,2,289,61
77,3,156,84
77,4,243,128
77,5,312,126
78,1,251,103
78,2,267,87
78,3,487,30
78,4,422,92
78,5,104,90
79,1,144,78
79,2,325,86
79,3,119,86
79,4,353,127
79,5,263,58
80,1,339,64
80,2,274,142
80,3,423,51
80,4,59,41
80,5,285,118
81,1,106,36
81,2,448,43
81,3,162,97
81,4,392,94
81,5,282,38
82,1,215,51
82,2,353,114
82,3,270,103
82,4,87,132
82,5,171,76
83,1,329,92
83,2,137,102
83,3,173,55
83,4,335,107
83,5,247,57
84,1,355,57
84,2,198,39
84,3,235,70
84,4,365,78
84,5,252,55
85,1,88,43
85,2,90,123
85,3,426,75
85,4,445,146
85,5,118,110
86,1,397,150
86,2,263,135
86,3,275,126
86,4,89,103
86,5,205,74
87,1,454,87
87,2,473,123
87,3,87,80
87,4,414,33
87,5,416,117
88,1,493,138
88,2,307,100
88,3,267,56
88,4,114,99
88,5,295,35
89,1,406,125
89,2,72,69
89,3,289,50
89,4,149,79
89,5,440,48
90,1,94,143
90,2,462,38
90,3,477,79
90,4,173,118
90,5,164,150
91,1,384,74
91,2,107,53
91,3,143,76
91,4,496,117
91,5,205,113
92,1,422,109
92,2,135,90
92,3,440,30
92,4,162,111
92,5,432,97
93,1,361,35
93,2,432,126
93,3,391,130
93,4,152,36
93,5,490,108
94,1,295,148
94,2,421,76
94,3,381,47
94,4,409,106
94,5,112,125
95,1,254,142
95,2,448,127
95,3,189,93
95,4,345,117
95,5,149,134
96,1,169,84
96,2,460,100
96,3,334,81
96,4,259,149
96,5,174,55
97,1,429,100
97,2,436,82
97,3,410,95
97,4,383,71
97,5,193,137
98,1,490,106
98,2,146,127
98,3,175,116
98,4,167,92
98,5,55,71
99,1,304,105
99,2,148,63
99,3,213,42
99,4,391,57
99,5,233,88
100,1,111,35
100,2,114,142
100,3,338,74
100,4,173,87
100,5,336,132
101,1,298,138
101,2,297,91
101,3,108,53
101,4,226,43
101,5,266,82
102,1,79,119
102,2,265,127
102,3,420,76
102,4,103,126
102,5,76,91
103,1,437,60
103,2,311,132
103,3,103,126
103,4,211,90
103,5,323,91
104,1,176,60
104,2,343,131
104,3,403,67
104,4,189,31
104,5,352,90
105,1,303,31
105,2,101,90
105,3,350,94
105,4,152,95
105,5,438,74
106,1,478,137
106,2,465,93
106,3,314,125
106,4,198,91
106,5,163,89
107,1,264,145
107,2,108,148
107,3,334,128
107,4,348,67
107,5,294,84
108,1,477,76
108,2,272,127
108,3,365,116
108,4,370,127
108,5,405,40
109,1,233,103
109,2,91,90
109,3,409,139
109,4,84,49
109,5,467,143
110,1,457,100
110,2,254,41
110,3,265,146
110,4,322,62
110,5,382,110
111,1,402,141
111,2,183,66
111,3,421,146
111,4,412,136
111,5,483,60
112,1,484,138
112,2,470,87
112,3,96,97
112,4,398,92
112,5,216,123
113,1,107,121
113,2,457,106
113,3,198,137
113,4,382,144
113,5,413,35
114,1,483,103
114,2,257,57
114,3,284,37
114,4,289,91
114,5,246,51
115,1,391,133
115,2,384,46
115,3,490,124
115,4,145,52
115,5,168,70
116,1,156,38
116,2,253,40
116,3,208,34
116,4,108,53
116,5,209,74
117,1,224,68
117,2,142,110
117,3,287,132
117,4,237,146
117,5,298,56
118,1,471,49
118,2,74,76
118,3,91,73
118,4,479,93
118,5,341,150
119,1,248,91
119,2,103,63
119,3,103,90
119,4,149,75
119,5,419,79
120,1,354,138
120,2,483,116
120,3,52,76
120,4,434,136
120,5,414,42
121,1,455,117
121,2,216,106
121,3,144,149
121,4,213,32
121,5,258,104
122,1,416,143
122,2,129,140
122,3,122,37
122,4,77,44
122,5,396,94
123,1,100,56
123,2,242,134
123,3,72,131
123,4,122,135
123,5,397,104
124,1,322,104
124,2,403,117
124,3,430,69
124,4,274,31
124,5,212,132
125,1,130,87
125,2,138,72
125,3,295,125
125,4,149,141
125,5,219,149
126,1,210,90
126,2,438,140
126,3,162,65
126,4,254,62
126,5,100,37
127,1,65,83
127,2,202,61
127,3,431,98
127,4,243,79
127,5,50,59
128,1,134,74
128,2,371,132
128,3,286,39
128,4,326,51
128,5,341,47
129,1,221,71
129,2,104,88
129,3,110,131
129,4,418,67
129,5,270,47
130,1,76,105
130,2,160,59
130,3,254,83
130,4,85,61
130,5,360,130
131,1,281,49
131,2,188,135
131,3,207,124
131,4,435,56
131,5,403,60
132,1,142,41
132,2,51,105
132,3,53,103
132,4,331,101
132,5,156,75
133,1,217,67
133,2,307,36
133,3,196,62
133,4,226,42
133,5,407,61
134,1,240,127
134,2,205,124
134,3,146,139
134,4,448,133
134,5,346,71
135,1,271,39
135,2,395,91
135,3,324,148
135,4,166,63
135,5,69,109
136,1,234,31
136,2,205,77
136,3,159,128
136,4,189,81
136,5,292,101
137,1,323,58
137,2,145,94
137,3,461,98
137,4,135,143
137,5,325,51
138,1,352,42
138,2,132,107
138,3,226,150
138,4,223,46
138,5,50,94
139,1,153,88
139,2,378,73
139,3,282,53
139,4,180,147
139,5,249,111
140,1,188,147
140,2,345,78
140,3,419,119
140,4,259,37
140,5,218,49
141,1,470,128
141,2,197,37
141,3,266,74
141,4,452,150
141,5,446,146
142,1,148,62
142,2,378,108
142,3,100,45
142,4,183,36
142,5,374,82
143,1,147,111
143,2,359,101
143,3,460,74
143,4,383,54
143,5,56,100
144,1,314,129
144,2,289,52
144,3,440,77
144,4,440,122
144,5,414,146
145,1,160,48
145,2,397,133
145,3,74,42
145,4,207,100
145,5,341,60
146,1,314,34
146,2,423,133
146,3,125,137
146,4,297,74
146,5,450,53
147,1,239,59
147,2,395,86
147,3,217,135
147,4,53,30
147,5,124,90
148,1,418,132
148,2,251,138
148,3,393,72
148,4,402,92
148,5,393,100
149,1,238,134
149,2,299,147
149,3,410,141
149,4,437,128
149,5,348,63
150,1,432,131
150,2,66,97
150,3,142,92
150,4,134,63
150,5,411,68
151,1,140,145
151,2,468,52
151,3,428,65
151,4,283,52
151,5,58,130
152,1,336,45
152,2,263,77
152,3,376,88
152,4,119,63
152,5,405,46
153,1,152,50
153,2,302,93
153,3,117,101
153,4,313,136
153,5,309,128
154,1,188,129
154,2,90,122
154,3,105,121
154,4,389,73
154,5,334,61
155,1,388,129
155,2,288,142
155,3,297,137
155,4,374,38
155,5,214,69
156,1,101,30
156,2,372,33
156,3,180,70
156,4,387,90
156,5,478,80
157,1,418,121
157,2,262,71
157,3,139,127
157,4,326,136
157,5,63,53
158,1,221,121
158,2,163,60
158,3,181,95
158,4,349,55
158,5,458,83
159,1,456,68
159,2,88,78
159,3,231,145
159,4,455,100
159,5,123,68
160,1,489,47
160,2,312,114
160,3,475,92
160,4,483,103
160,5,134,58
161,1,479,56
161,2,389,109
161,3,369,48
161,4,110,144
161,5,111,84
162,1,305,106
162,2,446,43
162,3,357,41
162,4,403,55
162,5,89,49
163,1,172,130
163,2,335,129
163,3,276,41
163,4,142,142
163,5,489,73
164,1,355,68
164,2,344,67
164,3,305,84
164,4,207,70
164,5,195,61
165,1,344,79
165,2,488,32
165,3,110,112
165,4,466,103
165,5,373,150
166,1,344,61
166,2,256,146
166,3,391,83
166,4,311,42
166,5,194,85
167,1,245,100
167,2,206,139
167,3,253,92
167,4,266,112
167,5,431,48
168,1,77,114
168,2,123,103
168,3,161,49
168,4,139,77
168,5,81,40
169,1,215,147
169,2,290,79
169,3,405,53
169,4,345,112
169,5,298,109
170,1,381,117
170,2,132,138
170,3,167,146
170,4,309,143
170,5,292,62
171,1,155,134
171,2,94,134
171,3,176,47
171,4,101,87
171,5,370,92
172,1,114,95
172,2,475,114
172,3,303,142
172,4,190,77
172,5,247,43
173,1,456,46
173,2,126,48
173,3,342,77
173,4,169,50
173,5,345,98
174,1,319,139
174,2,329,53
174,3,405,39
174,4,188,128
174,5,79,75
175,1,417,44
175,2,280,54
175,3,233,56
175,4,285,141
175,5,128,68
176,1,89,87
176,2,182,90
176,3,406,130
176,4,465,132
176,5,172,145
177,1,342,123
177,2,479,111
177,3,441,108
177,4,303,75
177,5,112,71
178,1,187,148
178,2,321,69
178,3,224,72
178,4,403,120
178,5,153,104
179,1,85,38
179,2,278,88
179,3,475,132
179,4,104,81
179,5,481,90
180,1,294,82
180,2,461,90
180,3,169,95
180,4,103,138
180,5,300,72
181,1,482,95
181,2,69,30
181,3,96,145
181,4,375,149
181,5,458,118
182,1,189,143
182,2,191,132
182,3,62,87
182,4,72,100
182,5,132,87
183,1,472,134
183,2,432,77
183,3,188,143
183,4,329,96
183,5,413,31
184,1,104,96
184,2,195,30
184,3,450,101
184,4,273,82
184,5,312,99
185,1,354,31
185,2,271,55
185,3,59,125
185,4,490,91
185,5,235,49
186,1,414,62
186,2,310,120
186,3,295,90
186,4,256,102
186,5,354,122
187,1,266,134
187,2,214,104
187,3,327,149
187,4,89,88
187,5,484,100
188,1,467,83
188,2,492,148
188,3,83,125
188,4,270,125
188,5,478,81
189,1,126,97
189,2,242,113
189,3,415,145
189,4,407,123
189,5,317,99
190,1,403,84
190,2,353,52
190,3,492,103
190,4,219,61
190,5,297,144
191,1,438,97
191,2,437,101
191,3,104,78
191,4,478,54
191,5,119,45
192,1,144,41
192,2,70,44
192,3,162,133
192,4,68,67
192,5,429,55
193,1,455,41
193,2,193,55
193,3,339,105
193,4,449,127
193,5,197,109
194,1,123,111
194,2,199,148
194,3,338,81
194,4,107,76
194,5,266,140
195,1,110,53
195,2,57,114
195,3,300,38
195,4,252,111
195,5,177,50
196,1,386,124
196,2,159,89
196,3,409,135
196,4,479,133
196,5,455,30
197,1,253,97
197,2,374,53
197,3,219,48
197,4,442,80
197,5,447,122
198,1,412,52
198,2,163,102
198,3,208,41
198,4,473,131
198,5,397,62
199,1,495,142
199,2,334,83
199,3,375,128
199,4,215,49
199,5,368,149
200,1,237,133
200,2,277,130
200,3,388,30
200,4,289,35
200,5,307,118
201,1,293,45
201,2,298,31
201,3,348,44
201,4,234,48
201,5,182,85
202,1,77,144
202,2,357,30
202,3,121,147
202,4,108,133
202,5,497,46
203,1,370,55
203,2,311,69
203,3,135,133
203,4,335,54
203,5,485,87
204,1,424,83
204,2,177,51
204,3,135,113
204,4,173,84
204,5,173,81
205,1,260,71
205,2,175,150
205,3,242,58
205,4,198,100
205,5,134,79
206,1,92,38
206,2,204,116
206,3,131,50
206,4,156,40
206,5,124,97
207,1,111,33
207,2,452,44
207,3,125,58
207,4,56,44
207,5,325,147
208,1,429,65
208,2,170,124
208,3,108,88
208,4,289,106
208,5,126,94
209,1,302,116
209,2,248,100
209,3,268,133
209,4,213,95
209,5,490,136
210,1,355,54
210,2,72,124
210,3,67,104
210,4,201,79
210,5,371,132
211,1,268,81
211,2,458,135
211,3,88,52
211,4,228,63
211,5,126,95
212,1,315,109
212,2,256,132
212,3,86,146
212,4,457,119
212,5,149,60
213,1,458,125
213,2,373,99
213,3,191,140
213,4,492,57
213,5,487,58
214,1,232,129
214,2,157,48
214,3,445,59
214,4,409,140
214,5,381,150
215,1,374,98
215,2,50,41
215,3,205,126
215,4,424,148
215,5,104,79
216,1,238,94
216,2,336,54
216,3,286,131
216,4,314,56
216,5,424,148
217,1,298,78
217,2,200,123
217,3,94,120
217,4,288,106
217,5,71,62
218,1,125,43
218,2,63,102
218,3,107,43
218,4,332,88
218,5,284,108
219,1,291,102
219,2,330,39
219,3,316,39
219,4,488,57
219,5,245,83
220,1,245,46
220,2,397,47
220,3,227,90
220,4,437,90
220,5,156,44
221,1,425,51
221,2,225,70
221,3,145,34
221,4,274,62
221,5,474,138
222,1,451,58
222,2,350,102
222,3,280,109
222,4,87,62
222,5,303,89
223,1,92,119
223,2,256,33
223,3,165,65
223,4,359,116
223,5,407,86
224,1,108,96
224,2,419,108
224,3,464,116
224,4,338,126
224,5,296,43
225,1,151,130
225,2,345,56
225,3,113,101
225,4,253,102
225,5,484,98
226,1,478,149
226,2,423,40
226,3,499,95
226,4,296,32
226,5,149,95
227,1,212,94
227,2,439,33
227,3,252,122
227,4,102,39
227,5,494,106
228,1,166,36
228,2,299,85
228,3,374,134
228,4,195,59
228,5,321,134
229,1,193,51
229,2,420,56
229,3,473,130
229,4,103,53
229,5,222,87
230,1,213,40
230,2,333,70
230,3,353,67
230,4,424,80
230,5,462,128
231,1,114,118
231,2,349,34
231,3,450,134
231,4,335,35
231,5,461,91
232,1,312,74
232,2,88,49
232,3,72,143
232,4,217,144
232,5,440,104
233,1,279,49
233,2,356,59
233,3,304,35
233,4,203,123
233,5,68,124
234,1,103,140
234,2,185,54
234,3,152,115
234,4,436,92
234,5,242,47
235,1,339,113
235,2,345,40
235,3,371,110
235,4,175,65
235,5,292,89
236,1,170,36
236,2,186,114
236,3,79,89
236,4,105,67
236,5,314,101
237,1,58,119
237,2,442,95
237,3,431,47
237,4,291,111
237,5,103,30
238,1,214,107
238,2,85,46
238,3,76,69
238,4,314,71
238,5,147,76
239,1,489,44
239,2,415,45
239,3,356,94
239,4,167,130
239,5,480,112
240,1,310,125
240,2,157,63
240,3,477,71
240,4,141,55
240,5,478,100
241,1,405,140
241,2,111,136
241,3,160,126
241,4,401,83
241,5,195,64
242,1,254,110
242,2,331,87
242,3,446,118
242,4,288,51
242,5,452,129
243,1,132,97
243,2,292,145
243,3,372,57
243,4,385,52
243,5,342,76
244,1,420,131
244,2,306,40
244,3,304,48
244,4,455,60
244,5,453,145
245,1,323,84
245,2,303,92
245,3,80,140
245,4,436,47
245,5,169,39
246,1,185,89
246,2,474,83
246,3,203,35
246,4,244,49
246,5,183,87
247,1,422,130
247,2,380,99
247,3,362,93
247,4,167,119
247,5,235,55
248,1,171,89
248,2,488,149
248,3,453,72
248,4,311,69
248,5,354,137
249,1,94,49
249,2,388,86
249,3,396,59
249,4,86,47
249,5,102,76
250,1,259,141
250,2,404,138
250,3,498,108
250,4,322,81
250,5,282,129
251,1,390,56
251,2,482,101
251,3,393,106
251,4,57,79
251,5,458,98
252,1,194,142
252,2,271,110
252,3,122,97
252,4,354,117
252,5,361,107
253,1,255,112
253,2,433,97
253,3,389,38
253,4,400,53
253,5,248,108
254,1,434,99
254,2,68,114
254,3,471,71
254,4,96,132
254,5,224,146
255,1,128,57
255,2,386,118
255,3,385,103
255,4,273,88
255,5,420,36
256,1,224,112
256,2,439,54
256,3,107,130
256,4,359,38
256,5,163,91
257,1,431,46
257,2,476,83
257,3,489,56
257,4,110,54
257,5,167,76
258,1,461,110
258,2,113,131
258,3,165,141
258,4,243,144
258,5,400,129
259,1,100,108
259,2,476,143
259,3,231,78
259,4,147,44
259,5,147,71
260,1,448,135
260,2,423,96
260,3,255,145
260,4,223,63
260,5,194,62
261,1,148,89
261,2,257,130
261,3,262,64
261,4,61,59
261,5,398,109
262,1,409,94
262,2,71,124
262,3,411,101
262,4,222,142
262,5,260,85
263,1,361,118
263,2,421,94
263,3,321,101
263,4,176,89
263,5,133,36
264,1,56,134
264,2,291,69
264,3,474,62
264,4,433,104
264,5,370,86
265,1,189,70
265,2,105,140
265,3,325,126
265,4,496,131
265,5,232,116
266,1,386,135
266,2,119,139
266,3,232,36
266,4,422,33
266,5,145,99
267,1,115,36
267,2,326,123
267,3,177,63
267,4,459,141
267,5,104,141
268,1,114,109
268,2,78,35
268,3,476,44
268,4,482,119
268,5,392,109
269,1,188,65
269,2,153,59
269,3,206,126
269,4,147,131
269,5,313,127
270,1,353,132
270,2,197,136
270,3,241,146
270,4,234,47
270,5,81,103
271,1,99,105
271,2,52,36
271,3,98,109
271,4,253,52
271,5,330,67
272,1,359,99
272,2,93,121
272,3,435,47
272,4,168,128
272,5,280,125
273,1,126,88
273,2,398,38
273,3,417,69
273,4,243,75
273,5,69,106
274,1,342,41
274,2,102,114
274,3,157,61
274,4,210,137
274,5,73,120
275,1,128,109
275,2,282,35
275,3,346,130
275,4,342,79
275,5,267,46
276,1,116,85
276,2,88,55
276,3,215,112
276,4,500,96
276,5,402,69
277,1,238,128
277,2,86,50
277,3,306,143
277,4,69,65
277,5,499,142
278,1,117,137
278,2,382,143
278,3,136,125
278,4,203,51
278,5,129,99
279,1,244,60
279,2,186,96
279,3,439,98
279,4,177,143
279,5,487,58
280,1,374,117
280,2,187,104
280,3,216,99
280,4,150,65
280,5,145,150
281,1,313,72
281,2,200,114
281,3,291,100
281,4,443,73
281,5,329,110
282,1,90,97
282,2,242,134
282,3,111,136
282,4,364,67
282,5,116,88
283,1,226,147
283,2,177,130
283,3,364,150
283,4,386,123
283,5,438,141
284,1,124,110
284,2,365,147
284,3,174,117
284,4,342,142
284,5,198,35
285,1,418,79
285,2,118,66
285,3,245,114
285,4,138,105
285,5,389,129
286,1,225,69
286,2,445,108
286,3,375,86
286,4,204,40
286,5,466,31
287,1,419,38
287,2,353,122
287,3,73,113
287,4,124,39
287,5,164,33
288,1,230,90
288,2,319,61
288,3,79,65
288,4,155,50
288,5,468,137
289,1,379,40
289,2,287,104
289,3,52,105
289,4,50,82
289,5,198,48
290,1,338,126
290,2,443,122
290,3,392,71
290,4,404,33
290,5,233,101
291,1,379,118
291,2,258,56
291,3,204,133
291,4,327,122
291,5,185,127
292,1,295,141
292,2,376,61
292,3,361,146
292,4,365,111
292,5,328,127
293,1,421,136
293,2,294,102
293,3,349,35
293,4,67,121
293,5,279,142
294,1,391,107
294,2,265,150
294,3,411,50
294,4,360,64
294,5,102,137
295,1,239,51
295,2,361,130
295,3,405,55
295,4,441,144
295,5,270,115
296,1,250,110
296,2,218,32
296,3,212,119
296,4,479,35
296,5,89,34
297,1,230,150
297,2,378,46
297,3,444,73
297,4,393,55
297,5,459,136
298,1,137,123
298,2,370,69
298,3,137,116
298,4,251,93
298,5,409,65
299,1,280,147
299,2,238,126
299,3,389,122
299,4,402,71
299,5,286,132
300,1,133,91
300,2,238,148
300,3,177,106
300,4,140,102
300,5,330,110
301,1,218,30
301,2,404,149
301,3,107,83
301,4,52,70
301,5,116,108
302,1,278,122
302,2,191,88
302,3,441,115
302,4,149,59
302,5,340,111
303,1,101,121
303,2,223,50
303,3,291,42
303,4,100,96
303,5,499,77
304,1,156,37
304,2,160,68
304,3,377,41
304,4,500,116
304,5,284,108
305,1,278,57
305,2,257,137
305,3,386,100
305,4,192,33
305,5,409,48
306,1,329,116
306,2,275,116
306,3,168,38
306,4,412,105
306,5,84,48
307,1,149,143
307,2,196,32
307,3,215,95
307,4,196,71
307,5,264,90
308,1,328,109
308,2,127,118
308,3,71,147
308,4,406,64
308,5,184,70
309,1,280,92
309,2,341,45
309,3,367,140
309,4,428,31
309,5,417,67
310,1,169,37
310,2,56,113
310,3,358,104
310,4,339,38
310,5,483,85
311,1,408,77
311,2,324,144
311,3,381,72
311,4,433,102
311,5,195,125
312,1,253,65
312,2,390,59
312,3,99,62
312,4,414,48
312,5,74,74
313,1,335,101
313,2,405,66
313,3,288,96
313,4,222,92
313,5,136,110
314,1,64,68
314,2,239,89
314,3,465,73
314,4,290,104
314,5,291,136
315,1,68,90
315,2,131,72
315,3,96,102
315,4,338,62
315,5,349,80
316,1,68,55
316,2,273,114
316,3,495,49
316,4,269,37
316,5,425,127
317,1,458,109
317,2,487,50
317,3,278,118
317,4,185,57
317,5,335,45
318,1,262,39
318,2,372,124
318,3,414,93
318,4,498,94
318,5,113,79
319,1,340,105
319,2,353,95
319,3,263,126
319,4,250,106
319,5,304,35
320,1,86,142
320,2,204,67
320,3,191,138
320,4,406,103
320,5,165,54
321,1,494,149
321,2,132,70
321,3,250,142
321,4,140,109
321,5,489,32
322,1,342,126
322,2,476,52
322,3,238,86
322,4,189,34
322,5,126,106
323,1,85,116
323,2,205,100
323,3,453,121
323,4,383,145
323,5,424,91
324,1,143,30
324,2,223,93
324,3,408,144
324,4,90,144
324,5,340,101
325,1,70,56
325,2,462,106
325,3,348,68
325,4,426,74
325,5,464,98
326,1,481,98
326,2,208,143
326,3,345,116
326,4,340,80
326,5,133,59
327,1,174,111
327,2,277,32
327,3,336,126
327,4,89,93
327,5,132,112
328,1,467,60
328,2,310,143
328,3,481,78
328,4,293,143
328,5,322,61
329,1,211,98
329,2,68,135
329,3,114,46
329,4,295,109
329,5,69,129
330,1,496,73
330,2,408,119
330,3,288,95
330,4,285,33
330,5,490,149
331,1,438,106
331,2,495,79
331,3,342,139
331,4,450,141
331,5,452,76
332,1,353,118
332,2,360,91
332,3,51,102
332,4,401,34
332,5,68,113
333,1,53,145
333,2,57,122
333,3,164,145
333,4,100,99
333,5,182,86
334,1,239,40
334,2,419,119
334,3,117,129
334,4,387,80
334,5,204,72
335,1,406,60
335,2,98,132
335,3,221,66
335,4,191,139
335,5,96,142
336,1,335,111
336,2,176,98
336,3,364,124
336,4,365,39
336,5,61,59
337,1,308,39
337,2,199,105
337,3,500,52
337,4,216,50
337,5,102,85
338,1,464,138
338,2,75,123
338,3,366,52
338,4,418,49
338,5,122,121
339,1,377,42
339,2,61,56
339,3,256,58
339,4,488,71
339,5,422,86
340,1,120,98
340,2,403,48
340,3,416,92
340,4,124,108
340,5,224,83
341,1,280,104
341,2,419,106
341,3,493,136
341,4,440,145
341,5,302,117
342,1,371,112
342,2,100,119
342,3,283,148
342,4,88,149
342,5,248,143
343,1,225,67
343,2,304,53
343,3,149,83
343,4,447,35
343,5,239,82
344,1,313,129
344,2,84,79
344,3,260,92
344,4,144,147
344,5,443,79
345,1,485,148
345,2,121,108
345,3,83,59
345,4,151,49
345,5,296,71
346,1,120,50
346,2,116,51
346,3,287,34
346,4,195,139
346,5,196,120
347,1,166,102
347,2,146,53
347,3,175,31
347,4,82,71
347,5,83,104
348,1,307,138
348,2,89,94
348,3,246,77
348,4,269,62
348,5,352,48
349,1,261,40
349,2,378,33
349,3,316,112
349,4,324,62
